id,name,block_code,district_id,created_at,updated_at,soil_samples_count,tests_count,results_count,soil_health_cards_count
269,ARSHA,008,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1328,1277,1263,5923
198,SUTAHATA - I,013,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2847,2739,2531,12804
100,SHYAMPUR - I,013,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1973,1921,1886,12461
303,BAGDA,021,16,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,5390,5386,5027,38124
286,DEGANGA,004,16,2015-11-04 18:28:13.000000,2017-03-23 12:42:31.122302,4654,4651,4294,21676
117,ARAMBAGH,015,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,6953,6951,6773,16088
309,BISHNUPUR - I,004,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,692,728,656,2125
226,FARAKKA,010,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3471,3467,2886,7092
217,BELDANGA - I,001,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5965,5202,4628,12329
293,BASIRHAT - I,011,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3661,3660,3551,14776
33,AUSHGRAM - II,010,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,4570,4536,4102,10300
145,MATHABANGA - I,010,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,6799,6675,5946,24372
30,KHANDAKOSH,007,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,7460,7205,6868,15652
270,BALARAMPUR,009,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1494,1487,1406,6065
166,GOPIBALLAVPUR - II,003,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3823,3671,3612,10964
267,MANBAZAR - II,006,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1373,1242,1234,7713
66,LABPUR,012,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5198,5197,3947,27341
197,NANDAKUMAR,012,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3605,3520,3139,10726
260,TEHATTA - II,017,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,8417,7702,7107,18304
323,DIAMOND HARBOUR - II,018,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2919,2919,2797,5365
165,GOPIBALLAVPUR - I,002,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3569,3544,3334,11779
265,PUNCHA,004,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1270,1252,1185,8492
17,BISHNUPUR,017,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,3979,3961,3368,6109
288,HABRA - II,006,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,2918,2915,2817,5318
150,HARISHCHANDRAPUR - II,002,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4803,4803,4027,8205
289,RAJARHAT,007,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,379,379,379,2495
29,RAINA - II,006,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,7137,7075,6913,75165
136,KOOCHBIHAR - I,001,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5550,5492,5274,8103
64,SAINTHIA,010,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,6765,6758,4176,19953
202,NANDIGRAM - III,017,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1968,1772,992,6633
49,KALNA- II,030,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5210,5153,4684,20153
273,JOYPUR,012,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,499,483,475,2479
280,NETURIA,019,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,792,793,726,7916
271,BAGMUNDI,010,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1037,1037,1029,12404
232,MURSHIDABAD JIAGANJ,016,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,7855,7850,6382,24188
155,MANIKCHAK,007,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5619,5619,5445,9735
170,BINPUR - I,007,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5100,4983,4721,11843
158,BAMANGOLA,010,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,6697,6697,4363,4369
207,CONTAI - II,022,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2003,1995,1837,3015
157,GAJOL,009,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,11165,11165,8609,14479
103,MOGRA CHINSURA,001,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1036,1043,942,1516
346,GOALPOKHER - I,003,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,8737,8161,7873,8737
244,CHAKDAHA,001,14,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,8718,8071,7982,37102
223,BARATPUR - II,007,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4335,4324,3060,12286
237,RANINAGAR - I,021,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5367,5362,4265,7731
22,INDUS,022,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2213,2055,2007,4737
319,THAKURPUKUR MAHESHTALA,014,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,103,103,102,102
300,SANDESHKHALI - II,018,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,602,602,479,754
272,BARABAZAR,011,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1938,1809,1779,11629
299,SANDESHKHALI - I,017,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1472,1472,1444,9171
320,SONARPUR,015,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1797,1241,1168,3071
162,KALIACHAK - III,015,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3374,3374,2896,8386
241,SUTI - I,025,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4510,4508,4029,12219
246,HANSKHALI,003,14,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,7069,6933,6642,21012
173,KHARAGPUR - II,010,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4026,3984,3474,18031
230,KHARGRAM,014,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4910,4887,4876,20721
129,FALAKATA,008,8,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,8321,8161,8152,8941
184,GARBETA  - III,021,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3510,3502,3058,14389
344,CHOPRA,001,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2289,2088,2080,4670
278,PARA,017,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1035,1034,1006,7080
336,HILI,002,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,3113,3113,2975,4353
339,GANGARAMPUR,005,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,8833,8747,6705,25572
335,BALURGHAT,001,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,7075,7118,5749,23334
21,PATRASHYAR,021,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2811,2340,2309,11835
209,CONTAI - III,024,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2673,2356,1608,1699
160,ENGLISH BAZAR,012,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4804,4804,4179,8618
52,MONTESWAR,033,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,9709,9120,8119,11827
345,ISLAMPUR,002,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,7861,7847,6798,31407
284,BARASAT - I,002,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,2466,2466,2384,13015
211,PATASHPUR - II,026,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2655,2402,2401,6220
104,POLBA - DADPUR,002,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,6255,6250,6072,10087
201,NANDIGRAM - II,016,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2015,2015,1915,7712
192,PANSKURA - II,007,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2371,1578,805,4859
334,SAGAR,029,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1984,1984,1736,7682
141,DINHATA - II,006,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,7032,6930,6925,16008
159,HABIBPUR,011,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4797,4797,3882,7109
250,KARIMPUR - II,007,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,9281,8135,6554,22757
180,SABANG,017,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5774,5650,4998,8456
290,BARRAKPORE - I,008,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,634,637,582,1535
188,CHANDRAKONA - I,026,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3444,3316,3015,15006
93,AMTA - I,006,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2910,2626,1960,7671
242,SUTI - II,026,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4072,3805,3180,5498
329,NAMKHANA,024,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1202,1188,1121,1122
175,NARAYANGARH,012,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,6687,6342,5929,13303
227,HARIHARPARA,011,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,6728,5497,5193,15828
225,DOMCAL,009,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,9095,9090,8238,32748
34,GALSI - II,011,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,6392,6240,6203,45691
234,NOWDA,018,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5143,5107,4110,16340
195,MAYANA,010,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1934,1884,1159,7382
347,GOALPOKHER - II,004,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,5990,3797,3404,9667
176,DATAN - I,013,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5908,5889,5267,13610
219,BERHAMPUR SADAR,003,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,7170,7225,6461,19699
206,KHEJURI - II,021,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2635,1137,347,2221
124,MAYNAGURI,003,7,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,10994,10077,8130,9371
239,SAGARDIGHI,023,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,9185,9122,7967,32916
208,CONTAI - I,023,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1614,1544,1518,2114
203,BHAGABANPUR - I,018,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2005,1989,1952,6823
204,BHAGABANPUR - II,019,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1307,574,565,2204
325,MATHURAPUR - II,020,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2068,2066,2018,6185
24,BARDWAN - I,001,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,6274,6245,5563,21178
287,HABRA - I,005,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3789,3788,3485,15979
156,OLD MALDA,008,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4306,4306,4058,4437
7,BARJORA,007,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2411,2225,2137,7809
218,BELDANGA - II,002,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5339,4763,4584,15242
322,DIAMOND HARBOUR - I,017,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1816,1817,1809,7712
